"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study2","G9","T2","Conversation","66",7.028225,99.3377,101.351,-0.52093813,-3.8993626,-0.253611549046728,-1.10754689176249,0.882079578615616,1.338417010175
"Study2","G9","T2","Conversation","67",7.0298917,99.3377,101.351,-0.90957946,-3.8154114,-0.477085246927546,-1.05359316753293,0.882079578615616,1.338417010175
"Study2","G9","T2","Conversation","68",7.0315583,99.3377,101.351,-1.2045443,-3.6225555,-0.646693773997027,-0.929648613498652,0.882079578615616,1.338417010175
"Study2","G9","T2","Conversation","69",7.033225,97.50593,101.24213,-1.3644957,-3.2145969,-0.738667859303945,-0.667461940747393,0.521298405946448,1.31836117945572
"Study2","G9","T2","Conversation","70",7.0348917,95.2671,99.1736,-1.5545739,-2.7259766,-0.847965237018584,-0.353435638334055,0.0803436393508007,0.937300395789263
"Study2","G9","T2","Conversation","71",7.0365583,95.2671,99.1736,-1.9299382,-2.3254577,-1.06380447412043,-0.0960303090555594,0.0803436393508007,0.937300395789263
"Study2","G9","T2","Conversation","72",7.038225,95.2671,99.1736,-2.3183504,-2.1030183,-1.28714641934283,0.0469269571346529,0.0803436393508007,0.937300395789263
"Study2","G9","T2","Conversation","73",7.0398917,95.2671,99.1736,-2.5921082,-2.041143,-1.44456062922555,0.0866929506263601,0.0803436393508007,0.937300395789263
"Study2","G9","T2","Conversation","74",7.0415583,95.2671,99.1736,-2.7494685,-2.0710177,-1.53504479914292,0.0674930901688479,0.0803436393508007,0.937300395789263
"Study2","G9","T2","Conversation","75",7.043225,95.2671,99.21492,-2.808823,-2.1744508,-1.56917439004585,0.00101874610219951,0.0803436393508007,0.944912290023863
"Study2","G9","T2","Conversation","76",7.0448917,95.2671,100,-2.7844692,-2.3455807,-1.55517064591639,-0.108962950788749,0.0803436393508007,1.08953828048127
"Study2","G9","T2","Conversation","77",7.0465583,95.2671,100,-2.6318786,-2.520843,-1.46742911404213,-0.221600456887978,0.0803436393508007,1.08953828048127
"Study2","G9","T2","Conversation","78",7.048225,95.2671,100,-2.2163305,-2.664188,-1.22848368187631,-0.313725365164282,0.0803436393508007,1.08953828048127
"Study2","G9","T2","Conversation","79",7.0498917,93.555435,100,-1.591864,-2.7699066,-0.869407517852034,-0.381668553472902,-0.256781930953751,1.08953828048127
"Study2","G9","T2","Conversation","80",7.0515583,91.4634,100,-0.90858473,-2.7893346,-0.476513264551166,-0.394154532879174,-0.668824294659317,1.08953828048127
"Study2","G9","T2","Conversation","81",7.053225,91.4634,100,-0.2258544647,-2.5959439,-0.083934695921465,-0.269866273791029,-0.668824294659317,1.08953828048127
"Study2","G9","T2","Conversation","82",7.0548917,91.4634,99.0099,0.38074031,-2.1852661,0.264864999204606,-0.00593202665220939,-0.668824294659317,0.90714388353844
"Study2","G9","T2","Conversation","83",7.0565583,91.4634,99.0099,0.77616881,-1.7096833,0.492241405986832,0.299715340383876,-0.668824294659317,0.90714388353844
"Study2","G9","T2","Conversation","84",7.058225,91.4634,99.0099,0.90813596,-1.3099367,0.568124192332002,0.556624328201827,-0.668824294659317,0.90714388353844
"Study2","G9","T2","Conversation","85",7.0598917,91.4634,99.0099,0.84410095,-1.05771457,0.531303248768086,0.718722347606089,-0.668824294659317,0.90714388353844
"Study2","G9","T2","Conversation","86",7.0615583,91.4634,99.0099,0.64159853,-0.94614253,0.414861786849421,0.790427422433952,-0.668824294659317,0.90714388353844
"Study2","G9","T2","Conversation","87",7.063225,91.4634,99.0099,0.31835936,-0.92159128,0.228995161136127,0.806206010137176,-0.668824294659317,0.90714388353844
"Study2","G9","T2","Conversation","88",7.0648917,91.4634,99.0099,-0.13101197363,-0.91680003,-0.0293990596945063,0.809285248804579,-0.668824294659317,0.90714388353844
"Study2","G9","T2","Conversation","89",7.0665583,93.27042,99.0099,-0.78615438,-0.88545223,-0.40611425925921,0.829431840591275,-0.312917824613055,0.90714388353844
"Study2","G9","T2","Conversation","90",7.068225,95.479,99.0099,-1.6865172,-0.83713688,-0.923834309311019,0.860483130745012,0.122078972110152,0.90714388353844
"Study2","G9","T2","Conversation","91",7.0698917,95.479,99.0099,-2.5604157,-0.79258117,-1.42633703944397,0.889118176940802,0.122078972110152,0.90714388353844
"Study2","G9","T2","Conversation","92",7.0715583,95.479,99.0099,-3.2094515,-0.76118479,-1.7995408628331,0.90929599010281,0.122078972110152,0.90714388353844
"Study2","G9","T2","Conversation","93",7.073225,95.479,99.0099,-3.6250706,-0.77696534,-2.03852712090013,0.899154152429367,0.122078972110152,0.90714388353844
"Study2","G9","T2","Conversation","94",7.0748917,95.479,99.60201,-0.256683130763093,-0.86943665,-0.101661570224443,0.839724727252768,0.122078972110152,1.01622129629859
"Study2","G9","T2","Conversation","95",7.0765583,95.479,99.6678,-0.256683130763093,-0.99959121,-0.101661570224443,0.756077045772824,0.122078972110152,1.02834100882749
"Study2","G9","T2","Conversation","96",7.078225,95.479,99.6678,-0.256683130763093,-1.1167752,-0.101661570224443,0.68076528512403,0.122078972110152,1.02834100882749
"Study2","G9","T2","Conversation","97",7.0798917,95.479,99.6678,-0.256683130763093,-1.2128145,-0.101661570224443,0.61904278553618,0.122078972110152,1.02834100882749
"Study2","G9","T2","Conversation","98",7.0815583,95.479,99.6678,-0.256683130763093,-1.3186182,-0.101661570224443,0.551044905192997,0.122078972110152,1.02834100882749
"Study2","G9","T2","Conversation","99",7.083225,97.370035,99.6678,-0.256683130763093,-1.4502688,-0.101661570224443,0.466435749313683,0.494532841787262,1.02834100882749
"Study2","G9","T2","Conversation","100",7.0848917,99.6813,98.508001,-0.256683130763093,-1.5797211,-0.101661570224443,0.383239396014603,0.949754238059282,0.814684974911828
"Study2","G9","T2","Conversation","101",7.0865583,99.6813,98.1997,-0.256683130763093,-1.6772826,-0.101661570224443,0.320538609528862,0.949754238059282,0.75789033298488
"Study2","G9","T2","Conversation","102",7.088225,99.6813,98.1997,-0.256683130763093,-1.7337007,-0.101661570224443,0.28427984718889,0.949754238059282,0.75789033298488
"Study2","G9","T2","Conversation","103",7.0898917,99.6813,98.1997,-0.256683130763093,-1.7563473,-0.101661570224443,0.269725339199283,0.949754238059282,0.75789033298488
"Study2","G9","T2","Conversation","104",7.0915583,99.6813,98.1997,-0.256683130763093,-1.792578,-0.101661570224443,0.246440607159196,0.949754238059282,0.75789033298488
"Study2","G9","T2","Conversation","105",7.093225,99.6813,98.1997,-0.256683130763093,-1.9245877,-0.101661570224443,0.161600665032981,0.949754238059282,0.75789033298488
"Study2","G9","T2","Conversation","106",7.0948917,99.6813,96.766498,-0.256683130763093,-2.1118038,-0.101661570224443,0.041280695446687,0.949754238059282,0.493868502374577
"Study2","G9","T2","Conversation","107",7.0965583,99.6813,95.3895,-0.256683130763093,-2.2800718,-0.101661570224443,-0.0668617166767706,0.949754238059282,0.240200469043112
"Study2","G9","T2","Conversation","108",7.098225,99.6813,95.3895,-0.256683130763093,-2.3843686,-0.101661570224443,-0.133891143120051,0.949754238059282,0.240200469043112
"Study2","G9","T2","Conversation","109",7.0998917,101.296215,95.3895,-1.8073929219197,-2.3954925,-0.993339383723483,-0.141040246801203,1.26782415265611,0.240200469043112
"Study2","G9","T2","Conversation","110",7.1015583,103.27,95.3895,-3.4962006,-2.345376,-1.96442523511794,-0.108831394273181,1.65657627049667,0.240200469043112
"Study2","G9","T2","Conversation","111",7.103225,103.27,95.3895,-3.2095121,-2.2445071,-1.79957570860231,-0.0440050092549961,1.65657627049667,0.240200469043112
"Study2","G9","T2","Conversation","112",7.1048917,103.27,95.22178,-2.8949675,-2.1097497,-1.61870857100157,0.0426008236275818,1.65657627049667,0.209303399802376
"Study2","G9","T2","Conversation","113",7.1065583,103.27,94.1915,-2.5403014,-1.975937,-1.41477106162765,0.128599517085355,1.65657627049667,0.0195071173235786
"Study2","G9","T2","Conversation","114",7.108225,103.27,94.1915,-2.1415772,-1.8625061,-1.1854995855122,0.201499243327628,1.65657627049667,0.0195071173235786
"Study2","G9","T2","Conversation","115",7.1098917,103.27,94.1915,-1.6729222,-1.8651516,-0.916017011745962,0.199799034427108,1.65657627049667,0.0195071173235786
"Study2","G9","T2","Conversation","116",7.1115583,103.27,94.1915,-1.17444488,-2.0812071,-0.629386225436847,0.0609445705805082,1.65657627049667,0.0195071173235786
"Study2","G9","T2","Conversation","117",7.113225,103.27,94.1915,-0.70686644,-2.5151492,-0.360522687335677,-0.217941167741209,1.65657627049667,0.0195071173235786
"Study2","G9","T2","Conversation","118",7.1148917,103.27,94.1915,-0.3555176,-3.043921,-0.158492644568645,-0.557772020398058,1.65657627049667,0.0195071173235786
"Study2","G9","T2","Conversation","119",7.1165583,99.1945729466961,93.05946,-0.0363220317,-3.4604431,0.0250488588406043,-0.825462279964511,0.85388960600351,-0.189035204780414
"Study2","G9","T2","Conversation","120",7.118225,94.2134954371023,92.4499,0.24265137,-3.7439241,0.18546210590388,-1.00764973765801,-0.127171872821472,-0.301327224374871
"Study2","G9","T2","Conversation","121",7.1198917,94.2134954371023,92.4499,0.37613824,-3.9958061,0.262218750539272,-1.16952916244752,-0.127171872821472,-0.301327224374871
"Study2","G9","T2","Conversation","122",7.1215583,94.2134954371023,92.4499,0.3244171,-4.3003755,0.23247843852868,-1.36526970476688,-0.127171872821472,-0.301327224374871
"Study2","G9","T2","Conversation","123",7.123225,94.2134954371023,92.4499,0.08697204972,-4.567154,0.0959445206626399,-1.53672280632319,-0.127171872821472,-0.301327224374871
"Study2","G9","T2","Conversation","124",7.1248917,94.2134954371023,92.4499,-0.35060421,-4.663596,-0.155667382951641,-1.59870411298881,-0.127171872821472,-0.301327224374871
"Study2","G9","T2","Conversation","125",7.1265583,94.2134954371023,92.387607,-0.93048094,-4.670322,-0.489103863235755,-1.60302677602601,-0.127171872821472,-0.312802726009816
"Study2","G9","T2","Conversation","126",7.128225,94.2134954371023,91.8836,-1.5791839,-4.6520787,-0.862116299400053,-1.59130217915024,-0.127171872821472,-0.405649966510741
"Study2","G9","T2","Conversation","127",7.1298917,94.2134954371023,91.8836,-2.2290831,-4.5924007,-1.23581658874855,-1.55294834555916,-0.127171872821472,-0.405649966510741
"Study2","G9","T2","Conversation","128",7.1315583,94.2134954371023,91.8836,-2.7488315,-4.4780978,-1.53467851605731,-1.47948820269952,-0.127171872821472,-0.405649966510741
"Study2","G9","T2","Conversation","129",7.133225,94.2134954371023,91.8836,-3.1176996,-4.3795467,-1.74678235570111,-1.41615142047461,-0.127171872821472,-0.405649966510741
"Study2","G9","T2","Conversation","130",7.1348917,94.2134954371023,91.8836,-3.3865846,-4.3575781,-1.90139464373204,-1.4020326492586,-0.127171872821472,-0.405649966510741
"Study2","G9","T2","Conversation","131",7.1365583,94.2134954371023,91.8836,-3.5713557,-4.4400693,-2.0076403715822,-1.45504806126183,-0.127171872821472,-0.405649966510741
"Study2","G9","T2","Conversation","132",7.138225,94.2134954371023,91.966731,-3.6841463,-4.630283,-2.07249639826417,-1.57729452723829,-0.127171872821472,-0.390335726926604
"Study2","G9","T2","Conversation","133",7.1398917,94.2134954371023,92.0245,-3.15362743222973,-4.8883123,-1.76744131527501,-1.74312469637638,-0.127171872821472,-0.379693628232541
"Study2","G9","T2","Conversation","134",7.1415583,94.2134954371023,92.0245,-3.6319031,-5.192316,-2.04245589512693,-1.93850167484202,-0.127171872821472,-0.379693628232541
"Study2","G9","T2","Conversation","135",7.143225,94.2134954371023,92.0245,-3.3120879,-5.5109684,-1.85855809562502,-2.14329307406783,-0.127171872821472,-0.379693628232541
"Study2","G9","T2","Conversation","136",7.1448917,94.2134954371023,92.0245,-3.1032652,-5.7946258,-1.73848239248131,-2.32559390044402,-0.127171872821472,-0.379693628232541
"Study2","G9","T2","Conversation","137",7.1465583,94.2134954371023,92.0245,-2.8761992,-5.9194485,-1.6079165602704,-2.40581490423418,-0.127171872821472,-0.379693628232541
"Study2","G9","T2","Conversation","138",7.148225,94.2134954371023,92.144172,-2.6923613,-5.7137363,-1.5022074342656,-2.27360786836745,-0.127171872821472,-0.357647872984646
"Study2","G9","T2","Conversation","139",7.1498917,99.1893724904063,92.8793,-2.6590275,-5.2324675,-1.48304007615055,-1.96430622508553,0.85286533618872,-0.222223947890423
"Study2","G9","T2","Conversation","140",7.1515583,105.271,92.8793,-2.69737,-4.7154721,-1.5050875003424,-1.63204382455345,2.05068859164562,-0.222223947890423
"Study2","G9","T2","Conversation","141",7.153225,105.271,92.8793,-2.8256656,-4.3114869,-1.57885909883358,-1.37241077495294,2.05068859164562,-0.222223947890423
"Study2","G9","T2","Conversation","142",7.1548917,105.271,92.8793,-3.0814514,-4.0502352,-1.72593918059278,-1.20450963504902,2.05068859164562,-0.222223947890423
"Study2","G9","T2","Conversation","143",7.1565583,105.271,92.8793,-3.2947204,-3.9055512,-1.84857156267459,-1.11152417877884,2.05068859164562,-0.222223947890423
"Study2","G9","T2","Conversation","144",7.158225,105.271,92.8793,-3.2775235,-3.84945,-1.83868312688963,-1.07546908160635,2.05068859164562,-0.222223947890423
"Study2","G9","T2","Conversation","145",7.1598917,105.271,95.35606,-2.9659143,-3.8401408,-1.65950388154873,-1.06948624860816,2.05068859164562,0.234040213883261
"Study2","G9","T2","Conversation","146",7.1615583,105.271,95.6938,-2.2815645,-3.8612635,-1.26599405990933,-1.08306137714454,2.05068859164562,0.296258054125127
"Study2","G9","T2","Conversation","147",7.163225,105.271,95.6938,-1.37284253,-4.0112031,-0.743467392502543,-1.17942450035767,2.05068859164562,0.296258054125127
"Study2","G9","T2","Conversation","148",7.1648917,105.271,95.6938,-0.54816897,-4.3065797,-0.269269627695236,-1.3692570175851,2.05068859164562,0.296258054125127
"Study2","G9","T2","Conversation","149",7.1665583,104.93755,95.6938,-0.03686218528,-4.6818602,0.0247382636757871,-1.61044214186837,1.98501305267155,0.296258054125127
"Study2","G9","T2","Conversation","150",7.168225,104.53,95.6938,0.17261049,-5.1129519,0.145187710855812,-1.88749598623808,1.90474294948102,0.296258054125127
"Study2","G9","T2","Conversation","151",7.1698917,104.53,95.517306,0.17808229,-5.5767486,0.148334065310867,-2.18556866715721,1.90474294948102,0.263744654777557
"Study2","G9","T2","Conversation","152",7.1715583,104.53,95.3895,0.0422637993,-5.9789004,0.0702367091770754,-2.4440234279661,1.90474294948102,0.240200469043112
"Study2","G9","T2","Conversation","153",7.173225,104.53,95.3895,-0.157482905,-3.76910476696106,-0.0446201812350364,-1.02383283880646,1.90474294948102,0.240200469043112
"Study2","G9","T2","Conversation","154",7.1748917,104.53,95.3895,-0.37954711,-2.62719259847215,-0.172309917831796,-0.289949175046744,1.90474294948102,0.240200469043112
"Study2","G9","T2","Conversation","155",7.1765583,104.53,95.3895,-0.58854064,-2.62719259847215,-0.292483850393898,-0.289949175046744,1.90474294948102,0.240200469043112
"Study2","G9","T2","Conversation","156",7.178225,104.53,95.3895,-0.79444581,-2.62719259847215,-0.410881936754601,-0.289949175046744,1.90474294948102,0.240200469043112
"Study2","G9","T2","Conversation","157",7.1798917,104.53,95.77596,-1.00236231,-2.62719259847215,-0.530436563395667,-0.289949175046744,1.90474294948102,0.311393417879114
"Study2","G9","T2","Conversation","158",7.1815583,104.53,96.463,-1.2713957,-4.11195278112912,-0.685134177560152,-1.24417426583876,1.90474294948102,0.43795866025423
"Study2","G9","T2","Conversation","159",7.183225,102.9883,96.463,-1.6906702,-5.4493749,-0.926222337026185,-2.10370818768939,1.60109329155232,0.43795866025423
"Study2","G9","T2","Conversation","160",7.1848917,101.104,96.463,-2.0842316,-4.5000277,-1.1525251376088,-1.49358210221473,1.22996593186168,0.43795866025423
"Study2","G9","T2","Conversation","161",7.1865583,101.104,96.463,-2.0717317,-3.5570827,-1.14533753644415,-0.887570580120489,1.22996593186168,0.43795866025423
"Study2","G9","T2","Conversation","162",7.188225,101.104,96.463,-1.6749853,-2.7057073,-0.917203320433455,-0.340408972574351,1.22996593186168,0.43795866025423
"Study2","G9","T2","Conversation","163",7.1898917,101.104,96.669712,-1.2297423,-1.9087005,-0.66118294384214,0.171811044486518,1.22996593186168,0.47603876386078
"Study2","G9","T2","Conversation","164",7.1915583,101.104,97.4026,-1.0369928,-1.20185528,-0.550349534719959,0.626086052739639,1.22996593186168,0.611050040284011
"Study2","G9","T2","Conversation","165",7.193225,101.104,97.4026,-1.3112001,-0.66948244,-0.7080222128083,0.968231220368752,1.22996593186168,0.611050040284011
"Study2","G9","T2","Conversation","166",7.1948917,101.104,97.4026,-1.8711452,-0.34195865,-1.02999775284478,1.17872408103398,1.22996593186168,0.611050040284011
"Study2","G9","T2","Conversation","167",7.1965583,101.104,97.4026,-2.4116398,-0.22630309,-1.34078900849073,1.25305355089093,1.22996593186168,0.611050040284011
"Study2","G9","T2","Conversation","168",7.198225,101.104,97.4026,-2.7201197,-0.30150145,-1.51816886661057,1.20472509843338,1.22996593186168,0.611050040284011
"Study2","G9","T2","Conversation","169",7.1998917,98.642995,97.95548,-2.7060395,-0.47827148,-1.51007257288674,1.09111860501017,0.745252092326872,0.712900574757046
