"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study2","G6","T3","Synchronous","18",23.910307,84.7458,71.599,3.0341466,5.9717237,1.33549217501615,-0.446544050505116,-2.5758075784312,-0.889344010460573
"Study2","G6","T3","Synchronous","19",23.911974,84.7458,71.599,2.9292658,5.9649532,1.29319035843241,-0.477039844877689,-2.5758075784312,-0.889344010460573
"Study2","G6","T3","Synchronous","20",23.913641,84.7458,71.599,2.8331176,5.9546238,1.25441068168264,-0.523565693543526,-2.5758075784312,-0.889344010460573
"Study2","G6","T3","Synchronous","21",23.915308,84.7458,71.599,2.7111451,5.948427,1.20521523005317,-0.551477419201598,-2.5758075784312,-0.889344010460573
"Study2","G6","T3","Synchronous","22",23.916975,95.31426,71.599,2.5316096,5.9471891,1.13280275997982,-0.557053188177866,-1.99982590841002,-0.889344010460573
"Study2","G6","T3","Synchronous","23",23.918642,99.8436,76.7233,2.3154335,5.9512934,1.0456119516337,-0.538566534482663,-1.75297662125808,-0.436821072619114
"Study2","G6","T3","Synchronous","24",23.920309,99.8436,78.4314,2.1109069,5.9512111,0.963119763171215,-0.538937231458788,-1.75297662125808,-0.285980093338627
"Study2","G6","T3","Synchronous","25",23.921976,99.8436,78.4314,1.9074338,5.9401893,0.881052485309827,-0.588581799277358,-1.75297662125808,-0.285980093338627
"Study2","G6","T3","Synchronous","26",23.923642,99.8436,78.4314,1.6735537,5.9171079,0.786721081537292,-0.6925454102708,-1.75297662125808,-0.285980093338627
"Study2","G6","T3","Synchronous","27",23.925308,99.8436,78.4314,1.4346403,5.8843076,0.690359585189082,-0.840285046067082,-1.75297662125808,-0.285980093338627
"Study2","G6","T3","Synchronous","28",23.926975,99.8436,78.4314,1.2075837,5.8466067,0.598780319514837,-1.01009804275284,-1.75297662125808,-0.285980093338627
"Study2","G6","T3","Synchronous","29",23.92864,99.8436,78.4314,1.02495734,5.8088594,0.5251212057011,-1.18012003506062,-1.75297662125808,-0.285980093338627
"Study2","G6","T3","Synchronous","30",23.930307,99.8436,78.4314,0.84428408,5.7678134,0.45224984024521,-1.3650000846606,-1.75297662125808,-0.285980093338627
"Study2","G6","T3","Synchronous","31",23.931975,99.8436,77.043764,0.60218199,5.7200625,0.354602242155571,-1.58008045206408,-1.75297662125808,-0.408521146628748
"Study2","G6","T3","Synchronous","32",23.933641,102.13148,76.9231,0.30314634,5.6657346,0.233991499118723,-1.82478504804572,-1.62828703136438,-0.419176890393107
"Study2","G6","T3","Synchronous","33",23.935308,103.112,76.9231,-0.0380066096,5.6178134,0.0963934878432501,-2.04063248343261,-1.57484863569564,-0.419176890393107
"Study2","G6","T3","Synchronous","34",23.936976,103.112,76.9231,-0.35531006,5.5861059,-0.0315852495444148,-2.18344991199304,-1.57484863569564,-0.419176890393107
"Study2","G6","T3","Synchronous","35",23.938643,103.112,76.9231,-0.61430661,5.570642,-0.136046929412618,-2.25310265766884,-1.57484863569564,-0.419176890393107
"Study2","G6","T3","Synchronous","36",23.940309,103.112,76.9231,-0.92101148,5.5668653,-0.25975091675901,-2.27011373020513,-1.57484863569564,-0.419176890393107
"Study2","G6","T3","Synchronous","37",23.941976,103.112,76.9231,-1.329889,5.5699643,-0.424664436261664,-2.2561551648465,-1.57484863569564,-0.419176890393107
"Study2","G6","T3","Synchronous","38",23.943641,103.112,76.912403,-1.7046021,5.5736802,-0.575798340920325,-2.23941794864252,-1.57484863569564,-0.420121534123194
"Study2","G6","T3","Synchronous","39",23.945308,103.112,75.8534,-1.9839963,5.5766297,-0.68848705232375,-2.22613276357466,-1.57484863569564,-0.513641263401911
"Study2","G6","T3","Synchronous","40",23.946975,103.112,75.8534,-2.1571105,5.5755739,-0.758309604558674,-2.23088831481882,-1.57484863569564,-0.513641263401911
"Study2","G6","T3","Synchronous","41",23.94864,103.112,75.8534,-2.2576167,5.5707416,-0.798847003567154,-2.25265403775606,-1.57484863569564,-0.513641263401911
"Study2","G6","T3","Synchronous","42",23.950308,132.1242,75.8534,-2.3383697,5.5728601,-0.831417298555242,-2.2431118561774,0.00631791146341405,-0.513641263401911
"Study2","G6","T3","Synchronous","43",23.951976,144.558,75.8534,-2.4286003,5.5924014,-0.867810215957099,-2.15509362021658,0.683960717388724,-0.513641263401911
"Study2","G6","T3","Synchronous","44",23.953642,144.558,75.8534,-2.1079925,5.6301238,-0.738498727572991,-1.98518378288699,0.683960717388724,-0.513641263401911
"Study2","G6","T3","Synchronous","45",23.955308,144.558,75.8534,-1.07816493,5.6655581,-0.323135982637624,-1.82558004216828,0.683960717388724,-0.513641263401911
"Study2","G6","T3","Synchronous","46",23.956977,144.558,76.31988,0.3236846976,5.6789778,0.242275282576958,-1.76513481482294,0.683960717388724,-0.472446778292864
"Study2","G6","T3","Synchronous","47",23.958643,144.558,77.5194,1.6206631,5.6717871,0.765388593034116,-1.79752328075527,0.683960717388724,-0.366518102298174
"Study2","G6","T3","Synchronous","48",23.960308,144.558,77.5194,2.5337402,5.657098,1.1336620998248,-1.86368615988062,0.683960717388724,-0.366518102298174
"Study2","G6","T3","Synchronous","49",23.961975,144.558,77.5194,2.9839874,5.6497021,1.31526134841693,-1.89699889093447,0.683960717388724,-0.366518102298174
"Study2","G6","T3","Synchronous","50",23.963641,144.558,77.5194,3.0563385,5.6511401,1.34444288556989,-1.89052182833824,0.683960717388724,-0.366518102298174
"Study2","G6","T3","Synchronous","51",23.965308,144.558,77.5194,2.8956237,5.658724,1.27962141212678,-1.85636230467793,0.683960717388724,-0.366518102298174
"Study2","G6","T3","Synchronous","52",23.966974,149.4328,77.5194,2.6386659,5.6675423,1.17598202602979,-1.81664277679732,0.949637594154048,-0.366518102298174
"Study2","G6","T3","Synchronous","53",23.968641,151.522,77.5194,2.3685518,5.674032,1.06703627890656,-1.78741176627525,1.06349911276776,-0.366518102298174
"Study2","G6","T3","Synchronous","54",23.970309,151.522,79.242928,2.1133664,5.6730259,0.964111759016858,-1.79194345798461,1.06349911276776,-0.214314688366122
"Study2","G6","T3","Synchronous","55",23.971976,151.522,79.7872,1.8670135,5.6666475,0.864749671860085,-1.8206731492668,1.06349911276776,-0.166250452387579
"Study2","G6","T3","Synchronous","56",23.973642,151.522,79.7872,1.5337399,5.6563467,0.730329656953617,-1.86707017735527,1.06349911276776,-0.166250452387579
"Study2","G6","T3","Synchronous","57",23.975308,151.522,79.7872,1.08972785,5.6167421,0.5512452458882,-2.04545785002465,1.06349911276776,-0.166250452387579
"Study2","G6","T3","Synchronous","58",23.976977,151.522,79.7872,0.6928894,5.6625992963696,0.39118747244182,-1.83890713279697,1.06349911276776,-0.166250452387579
"Study2","G6","T3","Synchronous","59",23.978641,151.522,79.7872,0.41985779,6.0596262966821,0.281064999236211,-0.050611768807685,1.06349911276776,-0.166250452387579
"Study2","G6","T3","Synchronous","60",23.980307,151.522,79.7872,0.25126039,6.0596262966821,0.213064218432715,-0.050611768807685,1.06349911276776,-0.166250452387579
"Study2","G6","T3","Synchronous","61",23.981975,151.522,80.511179,0.099731442,6.0596262966821,0.151947696005132,-0.050611768807685,1.06349911276776,-0.102316431347531
"Study2","G6","T3","Synchronous","62",23.983641,149.6012,81.7439,-0.0317779526,6.0596262966821,0.0989057065332011,-0.050611768807685,0.95881540371491,0.00654419907201192
"Study2","G6","T3","Synchronous","63",23.985307,148.778,81.7439,-0.094747886,6.0596262966821,0.0735078970868865,-0.050611768807685,0.913950956977973,0.00654419907201192
"Study2","G6","T3","Synchronous","64",23.986974,148.778,81.7439,-0.08832396,6.0596262966821,0.0760988740759971,-0.050611768807685,0.913950956977973,0.00654419907201192
"Study2","G6","T3","Synchronous","65",23.988643,148.778,87.3586359459919,-0.042416379,6.0596262966821,0.0946148853122302,-0.050611768807685,0.913950956977973,0.502377152935818
"Study2","G6","T3","Synchronous","66",23.990308,148.778,89.6519787971717,-0.0084381116,6.0596262966821,0.108319418795842,-0.050611768807685,0.913950956977973,0.704900472119626
"Study2","G6","T3","Synchronous","67",23.991976,148.778,89.6519787971717,-0.0037719721,6.0596262966821,0.110201423674554,-0.050611768807685,0.913950956977973,0.704900472119626
"Study2","G6","T3","Synchronous","68",23.993642,148.778,89.6519787971717,-0.0275146486,6.0596262966821,0.100625234834365,-0.050611768807685,0.913950956977973,0.704900472119626
"Study2","G6","T3","Synchronous","69",23.995309,148.778,89.6519787971717,-0.103869607,6.0596262966821,0.0698288121764926,-0.050611768807685,0.913950956977973,0.704900472119626
"Study2","G6","T3","Synchronous","70",23.996975,148.778,89.6519787971717,-0.19685976,5.73172120383873,0.0323228778558182,-1.52756713178984,0.913950956977973,0.704900472119626
"Study2","G6","T3","Synchronous","71",23.99864,148.778,89.6519787971717,-0.32580263,5.5682122,-0.0196839492900546,-2.26404700168575,0.913950956977973,0.704900472119626
"Study2","G6","T3","Synchronous","72",24.000308,134.72554948396,89.6519787971717,-0.55825195,5.5761683,-0.113438273243102,-2.22821100883329,0.148091606030107,0.704900472119626
"Study2","G6","T3","Synchronous","73",24.001975,128.703070691372,89.6519787971717,-0.93563865,5.91500537064429,-0.265650527197519,-0.702015656618051,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","74",24.003641,128.703070691372,89.6519787971717,-1.3741974,6.0596262966821,-0.442535446112074,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","75",24.005307,128.703070691372,96.1551780632081,-2.2151061,6.0596262966821,-0.781701104565004,-0.050611768807685,-0.180133830090408,1.27919292908647
"Study2","G6","T3","Synchronous","76",24.006977,128.703070691372,98.6842,-3.5327575,6.0596262966821,-1.31315250314421,-0.050611768807685,-0.180133830090408,1.50252888457358
"Study2","G6","T3","Synchronous","77",24.008643,128.703070691372,98.6842,-4.7234922,6.0596262966821,-1.79341429442816,-0.050611768807685,-0.180133830090408,1.50252888457358
"Study2","G6","T3","Synchronous","78",24.010308,128.703070691372,98.6842,-3.61162176207543,6.0596262966821,-1.34496100907978,-0.050611768807685,-0.180133830090408,1.50252888457358
"Study2","G6","T3","Synchronous","79",24.011976,128.703070691372,98.6842,-0.579394616876188,6.0596262966821,-0.12196579416483,-0.050611768807685,-0.180133830090408,1.50252888457358
"Study2","G6","T3","Synchronous","80",24.013643,128.703070691372,98.6842,-0.579394616876188,6.0596262966821,-0.12196579416483,-0.050611768807685,-0.180133830090408,1.50252888457358
"Study2","G6","T3","Synchronous","81",24.015308,128.703070691372,98.6842,-3.57000340824419,6.0596262966821,-1.32817498179656,-0.050611768807685,-0.180133830090408,1.50252888457358
"Study2","G6","T3","Synchronous","82",24.016974,141.828721207412,94.835652,-5.038956,6.0596262966821,-1.92065104134856,-0.050611768807685,0.535214868238663,1.16266661121256
"Study2","G6","T3","Synchronous","83",24.018641,147.454,81.1908,-4.7295562,6.0596262966821,-1.79586010162799,-0.050611768807685,0.841792881808266,-0.0422996307037842
"Study2","G6","T3","Synchronous","84",24.020308,147.454,81.1908,-4.4955631,6.0596262966821,-1.70148312130308,-0.050611768807685,0.841792881808266,-0.0422996307037842
"Study2","G6","T3","Synchronous","85",24.021975,147.454,81.1908,-4.3465641,6.0596262966821,-1.64138700867655,-0.050611768807685,0.841792881808266,-0.0422996307037842
"Study2","G6","T3","Synchronous","86",24.023641,147.454,81.1908,-4.2725822,6.0596262966821,-1.61154771717309,-0.050611768807685,0.841792881808266,-0.0422996307037842
"Study2","G6","T3","Synchronous","87",24.025309,147.454,81.1908,-4.28873,6.0596262966821,-1.6180606468402,-0.050611768807685,0.841792881808266,-0.0422996307037842
"Study2","G6","T3","Synchronous","88",24.026977,147.454,82.153013,-4.4465089,6.0596262966821,-1.68169797691953,-0.050611768807685,0.841792881808266,0.042672649137218
"Study2","G6","T3","Synchronous","89",24.028642,147.454,94.9367,-4.7768189,6.0596262966821,-1.8149226761569,-0.050611768807685,0.841792881808266,1.17159008131053
"Study2","G6","T3","Synchronous","90",24.030308,147.454,94.9367,-5.1671574,6.0596262966821,-1.97235880967773,-0.050611768807685,0.841792881808266,1.17159008131053
"Study2","G6","T3","Synchronous","91",24.031976,147.454,94.9367,-1.92725612415086,5.70472792593364,-0.665601905455118,-1.64915068580142,0.841792881808266,1.17159008131053
"Study2","G6","T3","Synchronous","92",24.033641,134.32834948396,94.2496862436323,-0.579394616876188,5.9163942,-0.12196579416483,-0.695760069224159,0.126444183479195,1.11092043211571
"Study2","G6","T3","Synchronous","93",24.035307,128.703070691372,89.6519787971717,-0.579394616876188,5.9792113,-0.12196579416483,-0.412818282844813,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","94",24.036974,128.703070691372,89.6519787971717,-2.59146867778819,5.9167391,-0.933500296929851,-0.694206565128582,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","95",24.038641,128.703070691372,89.6519787971717,-5.1110813,5.8012762,-1.94974150606324,-1.21427640576974,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","96",24.040308,128.703070691372,89.6519787971717,-4.6936067,5.6930299,-1.78136050632287,-1.70184112128438,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","97",24.041975,128.703070691372,89.6519787971717,-4.2520109,5.617007,-1.60325064698017,-2.04426468320841,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","98",24.043642,128.703070691372,89.6519787971717,-3.8901495,5.65273177043596,-1.45730024832251,-1.88335260090691,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","99",24.045309,128.703070691372,89.6519787971717,-3.5903747,6.0596262966821,-1.33639138219995,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","100",24.046976,128.703070691372,89.6519787971717,-3.1871368,6.0596262966821,-1.17375250372637,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","101",24.048642,128.703070691372,89.6519787971717,-2.6737919,6.0596262966821,-0.966703913288483,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","102",24.050308,128.703070691372,89.6519787971717,-2.3693968,6.0596262966821,-0.843931530839181,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","103",24.051975,128.703070691372,89.6519787971717,-2.3495509,6.0596262966821,-0.835927037912551,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","104",24.05364,128.703070691372,89.6519787971717,-2.5167757,6.0596262966821,-0.903374204771046,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","105",24.055307,128.703070691372,89.6519787971717,-2.7840026,6.0596262966821,-1.01115545081456,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","106",24.056975,128.703070691372,89.6519787971717,-3.1506138,6.0596262966821,-1.15902159733465,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","107",24.058641,128.703070691372,89.6519787971717,-3.5184842,6.0596262966821,-1.30739561991445,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","108",24.060308,128.703070691372,89.6519787971717,-3.816123,6.0596262966821,-1.42744296819749,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","109",24.061976,128.703070691372,89.6519787971717,-4.088382,6.0596262966821,-1.5372538228179,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","110",24.063643,128.703070691372,89.6519787971717,-4.3669097,6.0596262966821,-1.64959304676442,-0.050611768807685,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","111",24.065309,128.703070691372,58.9706871518869,-4.6009733,5.65780808153549,-1.74399846201802,-1.86048779927296,-0.180133830090408,-2.00454047241815
"Study2","G6","T3","Synchronous","112",24.066976,116.873721207412,57.6923,-4.7675325,5.6995605,-1.81117717088307,-1.67242588832824,-0.824834048574066,-2.11743384510722
"Study2","G6","T3","Synchronous","113",24.068641,111.804,57.6923,-4.9227204,5.8074068,-1.87376946691643,-1.18666285921033,-1.10113414220992,-2.11743384510722
"Study2","G6","T3","Synchronous","114",24.070308,111.804,57.6923,-5.143249,5.8833772,-1.9627157791935,-0.844475768625864,-1.10113414220992,-2.11743384510722
"Study2","G6","T3","Synchronous","115",24.071975,111.804,57.6923,-4.63727809253143,5.9149537,-1.75864135828478,-0.702248392360367,-1.10113414220992,-2.11743384510722
"Study2","G6","T3","Synchronous","116",24.07364,111.804,57.6923,-0.579394616876188,5.9088354,-0.12196579416483,-0.729806537063078,-1.10113414220992,-2.11743384510722
"Study2","G6","T3","Synchronous","117",24.075308,111.804,57.6923,-0.579394616876188,5.8852013,-0.12196579416483,-0.836259628235196,-1.10113414220992,-2.11743384510722
"Study2","G6","T3","Synchronous","118",24.076976,111.804,57.6923,-0.579394616876188,5.8615846,-0.12196579416483,-0.94263434604906,-1.10113414220992,-2.11743384510722
"Study2","G6","T3","Synchronous","119",24.078642,111.804,57.6923,-0.579394616876188,5.844479,-0.12196579416483,-1.01968166311862,-1.10113414220992,-2.11743384510722
"Study2","G6","T3","Synchronous","120",24.080308,111.804,57.6923,-0.579394616876188,5.8350555,-0.12196579416483,-1.06212714251748,-1.10113414220992,-2.11743384510722
"Study2","G6","T3","Synchronous","121",24.081977,111.804,57.6923,-0.579394616876188,5.8216287,-0.12196579416483,-1.12260434979636,-1.10113414220992,-2.11743384510722
"Study2","G6","T3","Synchronous","122",24.083643,135.3674,57.6923,-0.579394616876188,5.7955693,-0.12196579416483,-1.23998151601342,0.183072495595133,-2.11743384510722
"Study2","G6","T3","Synchronous","123",24.085308,145.466,57.6923,-0.579394616876188,5.7512327,-0.12196579416483,-1.43968313875606,0.733446768940155,-2.11743384510722
"Study2","G6","T3","Synchronous","124",24.086975,145.466,57.6923,-0.579394616876188,5.7288176,-0.12196579416483,-1.54064559063415,0.733446768940155,-2.11743384510722
"Study2","G6","T3","Synchronous","125",24.088641,145.466,57.6923,-0.870341939863617,5.7807925,-0.239314253487642,-1.30653941488125,0.733446768940155,-2.11743384510722
"Study2","G6","T3","Synchronous","126",24.090308,145.466,81.0228655219353,-5.1988401,5.9088895,-1.98513746663189,-0.729562858977922,0.733446768940155,-0.0571297935316231
"Study2","G6","T3","Synchronous","127",24.091974,145.466,89.6519787971717,-4.4932676,6.0658045,-1.70055727195822,-0.0227838066225145,0.733446768940155,0.704900472119626
"Study2","G6","T3","Synchronous","128",24.093641,145.466,89.6519787971717,-3.330551,6.1970245,-1.23159608600171,0.568259415823251,0.733446768940155,0.704900472119626
"Study2","G6","T3","Synchronous","129",24.095309,145.466,89.6519787971717,-1.8850371,6.2645413,-0.648573608417206,0.872369666099318,0.733446768940155,0.704900472119626
"Study2","G6","T3","Synchronous","130",24.096976,145.466,89.6519787971717,-0.5282622219,6.2704094,-0.101342446576234,0.898800855960881,0.733446768940155,0.704900472119626
"Study2","G6","T3","Synchronous","131",24.098642,145.466,89.6519787971717,0.429489127,6.2410398,0.284949628751147,0.766513833967717,0.733446768940155,0.704900472119626
"Study2","G6","T3","Synchronous","132",24.100308,150.1077,89.6519787971717,0.88422235,6.1948394,0.46835823541584,0.558417253459539,0.986419682471298,0.704900472119626
"Study2","G6","T3","Synchronous","133",24.101977,152.097,89.6519787971717,0.98287958,6.1552702,0.508149885061149,0.380189030036274,1.09483664541322,0.704900472119626
"Study2","G6","T3","Synchronous","134",24.103641,152.097,89.6519787971717,0.88625793,6.1250613,0.469179250623595,0.244121619561177,1.09483664541322,0.704900472119626
"Study2","G6","T3","Synchronous","135",24.105307,152.097,89.6519787971717,0.69824222,6.0949528,0.39334643776098,0.108506432371662,1.09483664541322,0.704900472119626
"Study2","G6","T3","Synchronous","136",24.106975,152.097,89.6519787971717,0.49087526,6.0656372,0.309708640304749,-0.0235373619579418,1.09483664541322,0.704900472119626
"Study2","G6","T3","Synchronous","137",24.108641,152.097,89.6519787971717,0.27740785,6.0399805,0.223610334185557,-0.139100680395101,1.09483664541322,0.704900472119626
"Study2","G6","T3","Synchronous","138",24.110307,152.097,89.6519787971717,0.0521484562,6.0211579,0.13275593986084,-0.223881736322614,1.09483664541322,0.704900472119626
"Study2","G6","T3","Synchronous","139",24.111974,152.097,89.6519787971717,-0.183902004,6.0098167,0.0375491596695423,-0.274964950728966,1.09483664541322,0.704900472119626
"Study2","G6","T3","Synchronous","140",24.113643,152.097,89.6519787971717,-0.44534911,6.0003203,-0.0679009086400174,-0.317738787473622,1.09483664541322,0.704900472119626
"Study2","G6","T3","Synchronous","141",24.115308,152.097,89.6519787971717,-0.77909852,5.9894015,-0.202512833098555,-0.366919421045038,1.09483664541322,0.704900472119626
"Study2","G6","T3","Synchronous","142",24.116976,135.72124948396,89.6519787971717,-1.21988601,5.9694454,-0.380296674892158,-0.456806005799266,0.202357312560679,0.704900472119626
"Study2","G6","T3","Synchronous","143",24.118642,128.703070691372,89.6519787971717,-1.6712527,5.9365357,-0.562347449985304,-0.605038402825047,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","144",24.120309,128.703070691372,89.6519787971717,-2.0343082,5.9013891,-0.708779467768516,-0.763346280602918,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","145",24.121975,128.703070691372,89.6519787971717,-2.2986145,5.8809328,-0.815382741432777,-0.855485874196252,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","146",24.12364,128.703070691372,89.6519787971717,-2.4861299,5.8769321,-0.891013763101437,-0.873505891114703,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","147",24.125308,128.703070691372,89.6519787971717,-2.6367431,5.8815922,-0.951760934761931,-0.852515794171251,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","148",24.126975,128.703070691372,89.6519787971717,-2.8000398,5.8819549,-1.01762377192688,-0.850882115031019,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","149",24.128641,128.703070691372,89.6519787971717,-2.935971,5.8736603,-1.07244921843766,-0.888242784996716,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","150",24.130307,128.703070691372,89.6519787971717,-3.0220336,5.8629708,-1.10716104672196,-0.936390601841205,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","151",24.131977,128.703070691372,89.6519787971717,-3.0771297,5.8557593,-1.12938308466102,-0.968872755466169,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","152",24.133643,128.703070691372,89.6519787971717,-3.1486515,5.8353843,-1.15823013831945,-1.06064615629937,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","153",24.135308,128.703070691372,89.6519787971717,-3.2832788,5.7901609,-1.21252967981574,-1.26434211778354,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","154",24.136976,128.703070691372,89.6519787971717,-3.4789854,5.751383,-1.29146447719931,-1.43900615509249,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","155",24.138643,128.703070691372,89.6519787971717,-3.6839295,5.7307455,-1.37412505690617,-1.53196191262354,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","156",24.140308,128.703070691372,89.6519787971717,-3.8949865,5.7229106,-1.4592511667634,-1.5672519944978,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","157",24.141974,128.703070691372,89.6519787971717,-4.130957,5.7261412,-1.55442569642157,-1.55270067431465,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","158",24.143641,128.703070691372,89.6519787971717,-4.4384581,5.7318299,-1.67845082906261,-1.52707754080201,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","159",24.145308,128.703070691372,89.6519787971717,-4.7772398,5.7326631,-1.81509243873118,-1.52332462803764,-0.180133830090408,0.704900472119626
"Study2","G6","T3","Synchronous","160",24.146975,128.703070691372,79.0047836391515,-5.0685886,5.7274829,-1.93260282670965,-1.54665736771843,-0.180133830090408,-0.235345031203493
"Study2","G6","T3","Synchronous","161",24.148641,128.703070691372,74.4417,-4.84737426168762,5.7229476,-1.84337993400685,-1.5670853385061,-0.180133830090408,-0.638307389770544
"Study2","G6","T3","Synchronous","162",24.150309,127.938621207412,74.4417,-0.579394616876188,5.7229111,-0.12196579416483,-1.5672497423898,-0.221796370367647,-0.638307389770544
"Study2","G6","T3","Synchronous","163",24.151977,127.611,74.4417,-0.579394616876188,5.7176616,-0.12196579416483,-1.59089462423883,-0.239651744772178,-0.638307389770544
"Study2","G6","T3","Synchronous","164",24.153642,127.611,74.4417,-0.579394616876188,5.7005492,-0.12196579416483,-1.66797256997713,-0.239651744772178,-0.638307389770544
"Study2","G6","T3","Synchronous","165",24.155308,127.611,74.4417,-0.579394616876188,5.6888211,-0.12196579416483,-1.72079846555072,-0.239651744772178,-0.638307389770544
"Study2","G6","T3","Synchronous","166",24.156976,127.611,74.4417,-0.579394616876188,5.6892452,-0.12196579416483,-1.71888822754859,-0.239651744772178,-0.638307389770544
